foreclosurecase_link,flaeche,verkehrswert,typ,baujahr,raeume,raum_typen,balkon,garten,objekt_lage,aktenzeichen,termin,art_der_versteigerung,beschreibung,bundesland_name
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162478&land_abk=nw,107,17700,Anderes,,,,False,False,"Wohn-/Geschäftshaus: Ewaldstraße 18, 45699 Herten",0022 K 0022/ 2022,1736330400,Versteigerung im Wege der Zwangsvollstreckung,"Zwei Grundstücke (182 m² bzw. 107 m²) in Herten, Ewaldstr. 18.Die Grundstücke sind laut Gutachten bebaut mit einem Wohn- und Geschäftshaus (zweigeschossig mit vermutlich teilweise ausgebautem Dachgeschoss zur Ewaldstraße; zwei- bis dreigeschossig mit Satteldach zum Pastoratsweg sowie einem zweigeschossigen Anbau; Wohnfläche ca. 276 m²; Nutzfläche 173 m²).Die Objekte sind zumindest teilweise vermietet.                          Ein Ansprechpartner soll nicht benannt werden.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162121&land_abk=nw,330,68000,Wohnung,1955.0,7.0,"Wohnzimmer,Schlafzimmer,Küche,Badezimmer,Badezimmer,Flur,Wohnzimmer",True,False,"Eigentumswohnung (3 bis 4 Zimmer): Vohwinkelstr. 55, 45888 Gelsenkirchen",0005 K 0102/ 2022,1736330400,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich um ein Wohnungseigentumsrecht im 1. OG eines Mehrfamilienwohnhauses (4 WE) nebst Kellerraum, Ursprungsbaujahr 1955/fiktives Baujahr 1968, gem. Teilungserklärung 109 m² Wfl. (laut Aufteilungsplan: Diele, Bad, WC, Küche, Balkon, Esszimmer, Kinderzimmer, Wohnzimmer, Schlafzimmer).Das Gesamtobjekt (und somit auch die Eigentumswohnung) stand laut Angabe zum Wertermittlungsstichtag (11.04.2023) leer, eine WEG-Verwaltung ist nach letztem Kenntnisstand nicht bestellt.Ein Zugang zum Objekt wurde der Sachverständigen nicht ermöglicht.Die Einsichtnahme des Gutachtens nebst allen Anlagen wird dringend angeraten!",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162362&land_abk=nw,909,0,Anderes,1985.0,,,False,False,"Kfz-Stellplatz: Am Geistfeld 1A, 47239 Duisburg, Rheinhausen",0106 K 0034/ 2023,1736337600,Versteigerung im Wege der Zwangsvollstreckung,"Das verfahrensgegenständige Grundstück befindet sich in 47239 Duisburg, Stadtbezirk ""Rheinhausen"", Stadtteil ""Rumeln-Kaldenhausen"", innerhalb eines Wohngebietes. Es wurde im Jahre 1985 mit einer Tiefgarage in konventioneller Massivbauweise bebaut und wird im Bereich seiner Dachfläche als Parkplatz bzw. als Parkdeck genutzt. Während die Zufahrt zur Tiefgarage mittels einer Rampe, welche in Beton gefertigt ist, von der öffentlichen Verkehrsfläche ""Am Geistfeld"" erfolgt, besteht für den Parkplatzbereich eine Anbindung an die verkehrsberuhigte Anliegerstraße mit der Bezeichnung ""Zum Röltgenhof"". Die Aufteilung des gesamten Grundbesitzes in insgesamt vier Teileigentumseinheiten erfolgte gem. § 3 WEG (Vertragliche Einräumung von Sondereigentum) auf der Grundlage der notariellen Urkunde (Teilungserklärung) vom 06. Februar 1985 (UR.-Nr. 236/85). Demnach ist innerhalb dieses Verfahrens das Sondereigentum an dem im Aufteilungsplan mit Nr. 23 bezeichneten Tiefgaragenstellplatz in Verbindung mit dem Miteigentumsanteil an dem gemeinschaftlichen Eigentum zu dem es gehört als auch das Sondernutzungsrecht an den ""D-Stellplätzen"" Nrn. 27 bis 33 und 46 bis 57 des Aufteilungsplanes gegenständig. Sowohl der Tiefgaragenstellplatz als auch die Stellplätze auf dem Parkdeck sind gut erreichbar und weisen eine angemessene Größe auf. Weitere Zustandsmerkmale sind dem Unterzeichnenden aufgrund der eingeschränkten Besichtigungsmöglichkeit nicht bekannt.Betreibender Gläubiger ist eine Behörde, daher werden keine Kontaktdaten veröffentlicht.Kontoverbindung Sicherheitsleistung:ZZJ HammIBAN: DE08 3005 0000 0001 4748 16 LB Hessen-Thüringen, Verwendungszweck: AG Duisburg, Geschäftszeichen, Sicherheit, Datum der Versteigerung",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162239&land_abk=nw,1384,21500,Anderes,,,,False,False,"land- und forstwirtschaftlich genutztes Grundstück: Am Frauenrather Wege, 52457 Aldenhoven, Dürboslar",0007 K 0042/ 2022,1736408700,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Ackergrundstück in Aldenhoven-Dürboslar, Am Frauenrather Wege, Größe: 1.384 qm.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162666&land_abk=nw,29119,1415000,Anderes,,,,False,False,"Biogasanlage: Römerstraße 15, 53945 Blankenheim",0001 K 0021/ 2022,1736409600,Versteigerung im Wege der Zwangsvollstreckung,"Laut Gutachten gewerblich genutzte Grundstücke (derzeit stillgelegte Biogasanlage) in Blankenheim (Gewerbegebiet Blankenheim-Nord) :         Zu 1. Flurstück 68:   Bebaut mit     o einer Halle zur Zwischenlagerung von angelieferten Substraten sowie Standort der Misch- und Substrat-Einbringtechniko zwei Biogas-Fermentern, einem Nachgärbehälter und einem Gärrest-Endlagero Technik- und Pumpenhaus     o Standort von Stahl- und Beton-Containern, in denen sich BHK Werke mit Generatoren und Steuerungstechnik befinden o 60 t Fahrzeugwaageo vier Fahrsilokammern mit ca. 35.000 m³ Fassungsvermögen für silierte Substrate und ein Regenwasserauffangbeckeno umfangreichen befestigten VerkehrsflächenDie Anlage ist seit dem 28.11.2022 vorübergehend stillgelegt und nur nach der Durchführung umfangreicher Investitionen und der Vorlage umfangreicher Unterlagen zur Erfüllung der Voraussetzungen bei den Genehmigungsbehörden wieder betriebsbereit.              2. Flurstück 67: Unbebaut wirtschaftliche Einheit mit Flurstück 68 (Vereinigungsbaulast vorhanden)Zu 1. und 2. sind Eintragungen im Altlastenkataster vorhandenDie Verkehrswertermittlung erfolgte wegen der Stilllegung nur aufgrund des Sachwertes. (Die beispielhafte Ermittlung des Ertragswertes führt zu einem negativen Ergebnis)",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162666&land_abk=nw,440,4500,Anderes,,,,False,False,"Biogasanlage: Römerstraße 15, 53945 Blankenheim",0001 K 0021/ 2022,1736409600,Versteigerung im Wege der Zwangsvollstreckung,"Laut Gutachten gewerblich genutzte Grundstücke (derzeit stillgelegte Biogasanlage) in Blankenheim (Gewerbegebiet Blankenheim-Nord) :         Zu 1. Flurstück 68:   Bebaut mit     o einer Halle zur Zwischenlagerung von angelieferten Substraten sowie Standort der Misch- und Substrat-Einbringtechniko zwei Biogas-Fermentern, einem Nachgärbehälter und einem Gärrest-Endlagero Technik- und Pumpenhaus     o Standort von Stahl- und Beton-Containern, in denen sich BHK Werke mit Generatoren und Steuerungstechnik befinden o 60 t Fahrzeugwaageo vier Fahrsilokammern mit ca. 35.000 m³ Fassungsvermögen für silierte Substrate und ein Regenwasserauffangbeckeno umfangreichen befestigten VerkehrsflächenDie Anlage ist seit dem 28.11.2022 vorübergehend stillgelegt und nur nach der Durchführung umfangreicher Investitionen und der Vorlage umfangreicher Unterlagen zur Erfüllung der Voraussetzungen bei den Genehmigungsbehörden wieder betriebsbereit.              2. Flurstück 67: Unbebaut wirtschaftliche Einheit mit Flurstück 68 (Vereinigungsbaulast vorhanden)Zu 1. und 2. sind Eintragungen im Altlastenkataster vorhandenDie Verkehrswertermittlung erfolgte wegen der Stilllegung nur aufgrund des Sachwertes. (Die beispielhafte Ermittlung des Ertragswertes führt zu einem negativen Ergebnis)",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=161932&land_abk=nw,80,130000,Anderes,1910.0,,,False,False,"Wohn-/Geschäftshaus: Am Krugplatz 4, 32760 Detmold, Heiligenkirchen",0021 K 0059/ 2023,1736411400,Versteigerung im Wege der Zwangsvollstreckung,"Lt. Gutachten: Wohn-/Geschäftshaus mit Teilkeller; Im Erdgeschoss befindet sich ein aufgegebenes Ladenlokal, Wohnung im OG, Nutzung des Anbaus unklar. Wohnfläche ca. 80m², Ladenfläche ca. 80 m². BJ ca. 1910. Nicht abgeschlossene Sanierung ca. 2020.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162240&land_abk=nw,645,9000,Anderes,,,,False,False,"land- und forstwirtschaftlich genutztes Grundstück: Am Frauenrather Wege, 52457 Aldenhoven, Dürboslar",0007 K 0043/ 2022,1736412300,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Ackergrundstück in Aldenhoven-Dürboslar, Am Frauenrather Wege. Größe: 645 qm.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162629&land_abk=nw,73,220000,Wohnung,1970.0,7.0,"Wohnzimmer,Schlafzimmer,Küche,Badezimmer,Abstellraum,Küche,Badezimmer",True,False,"Kfz-Stellplatz (Tiefgarage), Eigentumswohnung (3 bis 4 Zimmer): Thorn-Prikker-Straße 11, 50769 Köln, Seeberg",0092 K 0031/ 2023,1736413200,Versteigerung im Wege der Zwangsvollstreckung,"Thorn-Prikker-Str. 11, 50769 Köln-SeebergDie Eigentumswohnung (Nr. 67 des Aufteilungsplans) befindet sich im 4. Obergeschoss und ist aufgeteilt in 1 Wohnraum mit Kochecke, 2 Zimmer, Diele, Flur, Bad, separate Toilette, Abstellraum, Balkon und Kellerabstellraum. Wohnfläche rd. 73 m²; Baujahr um 1970. Zur Wohnung gehört das Sondernutzungsrecht an dem PKW-Stellplatz Nr. 67 in der Tiefgarage.Eine Weitergabe der Kontaktdaten des Gläubigers kann gem. DSGVO nicht - auch nicht telefonisch - erfolgen.Gutachteneinsichten können zu den allgemeinen Publikumszeiten des Gerichts erfolgen. Entsprechende Termine können online auf der Internetseite des Amtsgerichts Köln oder telefonisch unter den Nummern 0221/7711-782, 197, 323 oder 842 vereinbart werden. Geben Sie hierbei unbedingt das Aktenzeichen des Verfahrens an (z.B. 92 K …/20)",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162228&land_abk=nw,79,182000,Wohnung,1975.0,6.0,"Wohnzimmer,Küche,Badezimmer,Schlafzimmer,Küche,Schlafzimmer",True,False,"Eigentumswohnung: Azaleenplatz 2, 4, 6, 8, 10, 12, 14, 16, 53840 Troisdorf",0042 K 0168/ 2023,1736413200,Versteigerung im Wege der Zwangsvollstreckung,"Eigentumswohnung Nr. C/I/IV im 4. Obergeschoss-Süd im Haus Nr. 6 einer Mehrfamilienwohnhausanlage mit 8 Häusern und insgesamt 126 Wohnungen (hier: Haus 6 mit 32 Wohnungen und Personenaufzug) nebst Tiefgaragenstellplatz. Baujahr 1975, Fenstererneuerung 2006, Wohnungseingangstür 2023, Renovierung Bad, Innentüren nach 2016. Wohnfläche 79,20m². Raumaufteilung: Wohnzimmer, Küche, Bad, 2 Schlafzimmer, kleines Zimmer, Balkon bzw. Loggia, Kellerraum. Grundstücksgröße 7.395 m², hiervon 97,802/10.000 Miteigentumsanteil. Lage: Azaleenplatz 6, 53840 Troisdorf - Friedrich-Wilhelms-Hütte.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162673&land_abk=nw,429,170000,Haus,1958.0,83.0,,False,False,"Einfamilienhaus: Alte Wiese 4, 51674 Wiehl, Neuklef",0068 K 0052/ 2023,1736415000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Wertgutachten handelt es sich um ein 1-geschossiges freistehendes Einfamilienhaus aus dem Jahr 1958 in Wiehl-Neuklef, Alte Wiese 4. Die Wohnfläche im Erd- und Dachgeschoss beträgt insgesamt 83 m ². Das Objekt ist unterkellert. Abweichend von der Baugenehmigung wurde das Dachgeschoss zu Wohnzwecken ausgebaut. Diese Abweichungen sind nachträglich genehmigungsfähig. Der Unterhaltungszustand des Wohnhauses ist mäßig und es besteht ein allgemeiner Renovierungs- und Modernisierungsbedarf.Der Versteigerungsvermerk ist in das genannte Grundbuch am 05.01.2024  eingetragen worden.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162328&land_abk=nw,737,805000,Anderes,,,,False,False,"2 Einfamilienhäuser: Lutherstraße 39+41, 41466 Neuss, Reuschenberg",0032 K 0033/ 2022,1736496000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Wertgutachten:Flurstück 486: 2 Einfamilienhäuser, je eingeschossig, teilunterkellert und Flachdach, Baujahr ca. 1970.Flurstücke 506, 507, 508: je eine Garage.Verkehrswerte:Flurstück 486: 805.000,00 €Flurstück 506: 16.000,00 €Flurstück 507: 16.000,00 €Flurstück 508: 16.000,00 €",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162328&land_abk=nw,18,16000,Anderes,,,,False,False,"2 Einfamilienhäuser: Lutherstraße 39+41, 41466 Neuss, Reuschenberg",0032 K 0033/ 2022,1736496000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Wertgutachten:Flurstück 486: 2 Einfamilienhäuser, je eingeschossig, teilunterkellert und Flachdach, Baujahr ca. 1970.Flurstücke 506, 507, 508: je eine Garage.Verkehrswerte:Flurstück 486: 805.000,00 €Flurstück 506: 16.000,00 €Flurstück 507: 16.000,00 €Flurstück 508: 16.000,00 €",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162328&land_abk=nw,17,16000,Anderes,,,,False,False,"2 Einfamilienhäuser: Lutherstraße 39+41, 41466 Neuss, Reuschenberg",0032 K 0033/ 2022,1736496000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Wertgutachten:Flurstück 486: 2 Einfamilienhäuser, je eingeschossig, teilunterkellert und Flachdach, Baujahr ca. 1970.Flurstücke 506, 507, 508: je eine Garage.Verkehrswerte:Flurstück 486: 805.000,00 €Flurstück 506: 16.000,00 €Flurstück 507: 16.000,00 €Flurstück 508: 16.000,00 €",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162328&land_abk=nw,19,16000,Anderes,,,,False,False,"2 Einfamilienhäuser: Lutherstraße 39+41, 41466 Neuss, Reuschenberg",0032 K 0033/ 2022,1736496000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Wertgutachten:Flurstück 486: 2 Einfamilienhäuser, je eingeschossig, teilunterkellert und Flachdach, Baujahr ca. 1970.Flurstücke 506, 507, 508: je eine Garage.Verkehrswerte:Flurstück 486: 805.000,00 €Flurstück 506: 16.000,00 €Flurstück 507: 16.000,00 €Flurstück 508: 16.000,00 €",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162372&land_abk=nw,558,63200,Anderes,,,,False,False,"Mehrfamilienhaus, Gaststätten-Hotelgebäude: Winterberger Str. 51, 58332 Schwelm",0044 K 0034/ 2020,1736497800,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich bei dem Versteigerungsobjekt um ein mit einem Gaststätten-/Hotelgebäude bebautes Grundstück. Es handelt sich um ein zweigeschossiges Fachwerkhaus mit eingeschossigem Anbau, Unterkellerung und ausgebautem Dachgeschoss (nur Fachwerkhaus). Eine Innenbesichtigung war bei der Begutachtung nicht möglich.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162439&land_abk=nw,884,420000,Anderes,1993.0,,,False,False,"Garage, Einfamilienhaus: Kurt-Viole-Straße 2, 32547 Bad Oeynhausen, Bad Oeynhausen",0003 K 0018/ 2024,1736505000,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Laut Gutachten handelt es sich um ein nicht unterkellertes 1 1/2-geschossiges Wohnhaus in Massivbauweise mit einem Satteldach, Wfl. im EG ca. 131,84 m² DG ca. 85,61 m², BJ: 1993 nebst angebauter Garage mit dahinterliegendem Abstellraum. RAe Rheingans & Hansmeyer, Ansprechpartner: RA Rheingans, rheingans@rh-anwaelte-bielefeld.de, Aktenzeichen: R 4687/22",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162461&land_abk=nw,336,490000,Anderes,1969.0,,,False,False,"Garage, Zweifamilienhaus, Erbbaurecht: Amselweg 54, 50765 Köln, Esch/Auweiler",0093 K 0014/ 2024,1736758800,Zwangsversteigerung zum Zwecke der Aufhebung der Gemeinschaft,"Erbbaurecht an Grundstück Amselweg 54, 50765 Köln-Esch/Auweiler: freistehendes, I- und II-geschossiges, überwiegend unterkellertes Zweifamilienhaus (Flachdach) mit angebauter PKW-Garage; 1969 I-geschossig errichtet, 2007 aufgestockt. Wohnung im EG 99 m², Wohnung im OG 93 m², Wohnung im KG ohne Baugenehmigung: 53 m²; Instandsetzungsbedarf; zum Zuschlag ist Zustimmung der Grundstückseigentümerin (Erzbistum Köln) erforderlichEine Weitergabe der Kontaktdaten der Antragstellerin kann gem. DSGVO nicht - auch nicht telefonisch - erfolgen.Gutachteneinsichten können zu den allgemeinen Publikumszeiten des Gerichts oder nach vorheriger Terminvereinbarung erfolgen. Entsprechende Termine können online auf der Internetseite des Amtsgerichts Köln oder telefonisch unter den Nummern 0221/7711-323, 842, 782 oder 197 vereinbart werden. Geben Sie hierbei unbedingt das Aktenzeichen des Verfahrens an (z.B. 92 K …/20)",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162198&land_abk=nw,1404,465300,Anderes,,,,False,False,"Einfamilienhaus, Doppelgarage: Osthellweg 32 a, 58239 Schwerte",0066 K 0012/ 2023,1736758800,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich bei dem Objekt um ein eingeschossiges, unterkellertes Einfamilienhaus mit ausgebautem Dachgeschoss und Doppelgarage mit ca. 190 m² Wohnfläche.Bieter müssen damit rechnen, dass Sicherheitsleistung in Höhe von 10 % des Verkehrswertes verlangt wird. Barzahlung ist ausgeschlossen. Überweisung der Sicherheitsleistung ist auf das Konto: Zentrale Zahlstelle Justiz - Landesbank Hessen-Thüringen - IBAN: DE08 3005 0000 0001 4748 16 -  vorzunehmen. Weitergehende Auskünfte können Sie bei Ihrer Hausbank bzw. unter der Telefon-Nr. 02304/2408035 erhalten. Das Wertgutachten kann täglich von 8.00 Uhr bis 12.00 Uhr oder nach vorheriger Rücksprache beim Amtsgericht Schwerte eingesehen werden.WICHTIGER HINWEIS:Bitte unbedingt bei der Überweisung der Sicherheitsleistung folgenden Verwendungszweck angeben:Amtsgericht Schwerte - Aktenzeichen (6 K 12/23) - SicherheitsleistungOhne diese Angabe kann die Zentrale Zahlstelle Justiz die Sicherheitsleistung nicht zuordnen. Betreibende Gläubigerin:Tel.: 0791 469851Zeichen: 23 483 524 Z 90/91 - KBS-2/DO- 7 410 219/000-5",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162198&land_abk=nw,106,20970,Anderes,,,,False,False,"Einfamilienhaus, Doppelgarage: Osthellweg 32 a, 58239 Schwerte",0066 K 0012/ 2023,1736758800,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich bei dem Objekt um ein eingeschossiges, unterkellertes Einfamilienhaus mit ausgebautem Dachgeschoss und Doppelgarage mit ca. 190 m² Wohnfläche.Bieter müssen damit rechnen, dass Sicherheitsleistung in Höhe von 10 % des Verkehrswertes verlangt wird. Barzahlung ist ausgeschlossen. Überweisung der Sicherheitsleistung ist auf das Konto: Zentrale Zahlstelle Justiz - Landesbank Hessen-Thüringen - IBAN: DE08 3005 0000 0001 4748 16 -  vorzunehmen. Weitergehende Auskünfte können Sie bei Ihrer Hausbank bzw. unter der Telefon-Nr. 02304/2408035 erhalten. Das Wertgutachten kann täglich von 8.00 Uhr bis 12.00 Uhr oder nach vorheriger Rücksprache beim Amtsgericht Schwerte eingesehen werden.WICHTIGER HINWEIS:Bitte unbedingt bei der Überweisung der Sicherheitsleistung folgenden Verwendungszweck angeben:Amtsgericht Schwerte - Aktenzeichen (6 K 12/23) - SicherheitsleistungOhne diese Angabe kann die Zentrale Zahlstelle Justiz die Sicherheitsleistung nicht zuordnen. Betreibende Gläubigerin:Tel.: 0791 469851Zeichen: 23 483 524 Z 90/91 - KBS-2/DO- 7 410 219/000-5",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162198&land_abk=nw,1,5220,Anderes,,,,False,False,"Einfamilienhaus, Doppelgarage: Osthellweg 32 a, 58239 Schwerte",0066 K 0012/ 2023,1736758800,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich bei dem Objekt um ein eingeschossiges, unterkellertes Einfamilienhaus mit ausgebautem Dachgeschoss und Doppelgarage mit ca. 190 m² Wohnfläche.Bieter müssen damit rechnen, dass Sicherheitsleistung in Höhe von 10 % des Verkehrswertes verlangt wird. Barzahlung ist ausgeschlossen. Überweisung der Sicherheitsleistung ist auf das Konto: Zentrale Zahlstelle Justiz - Landesbank Hessen-Thüringen - IBAN: DE08 3005 0000 0001 4748 16 -  vorzunehmen. Weitergehende Auskünfte können Sie bei Ihrer Hausbank bzw. unter der Telefon-Nr. 02304/2408035 erhalten. Das Wertgutachten kann täglich von 8.00 Uhr bis 12.00 Uhr oder nach vorheriger Rücksprache beim Amtsgericht Schwerte eingesehen werden.WICHTIGER HINWEIS:Bitte unbedingt bei der Überweisung der Sicherheitsleistung folgenden Verwendungszweck angeben:Amtsgericht Schwerte - Aktenzeichen (6 K 12/23) - SicherheitsleistungOhne diese Angabe kann die Zentrale Zahlstelle Justiz die Sicherheitsleistung nicht zuordnen. Betreibende Gläubigerin:Tel.: 0791 469851Zeichen: 23 483 524 Z 90/91 - KBS-2/DO- 7 410 219/000-5",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162198&land_abk=nw,26,180,Anderes,,,,False,False,"Einfamilienhaus, Doppelgarage: Osthellweg 32 a, 58239 Schwerte",0066 K 0012/ 2023,1736758800,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich bei dem Objekt um ein eingeschossiges, unterkellertes Einfamilienhaus mit ausgebautem Dachgeschoss und Doppelgarage mit ca. 190 m² Wohnfläche.Bieter müssen damit rechnen, dass Sicherheitsleistung in Höhe von 10 % des Verkehrswertes verlangt wird. Barzahlung ist ausgeschlossen. Überweisung der Sicherheitsleistung ist auf das Konto: Zentrale Zahlstelle Justiz - Landesbank Hessen-Thüringen - IBAN: DE08 3005 0000 0001 4748 16 -  vorzunehmen. Weitergehende Auskünfte können Sie bei Ihrer Hausbank bzw. unter der Telefon-Nr. 02304/2408035 erhalten. Das Wertgutachten kann täglich von 8.00 Uhr bis 12.00 Uhr oder nach vorheriger Rücksprache beim Amtsgericht Schwerte eingesehen werden.WICHTIGER HINWEIS:Bitte unbedingt bei der Überweisung der Sicherheitsleistung folgenden Verwendungszweck angeben:Amtsgericht Schwerte - Aktenzeichen (6 K 12/23) - SicherheitsleistungOhne diese Angabe kann die Zentrale Zahlstelle Justiz die Sicherheitsleistung nicht zuordnen. Betreibende Gläubigerin:Tel.: 0791 469851Zeichen: 23 483 524 Z 90/91 - KBS-2/DO- 7 410 219/000-5",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162470&land_abk=nw,661,1300,Anderes,,,,False,False,"Gewerbebebauung mit Garage und Teileigentum (Wohnung): Hauptstraße 195 195a, 42555 Velbert, Langenberg",0014 K 0020/ 2023,1736843400,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich um eine Gewerbebebauung ( Abriss ) und ein Teileigentum bestehend aus einer Wohnung sowie einer, ehemals als Tischlerei genutzten Gewerbebebauung einschließlich Garage. Es handelt sich um eine wirtschaftliche Einheit.Betreibender Gläubiger Ansprechpartner: Frau Almut Hornen, Kreditmanagement, Tel.: 0211/873-12097Die Sicherheitsleistung ist auf folgendes Konto zu zahlen:Landesbank Hessen-Thüringen (Helaba); Kto. 1474816; BLZ 300 500 00; IBAN: DE08 3005 0000 0001 4748 16; BIC: WELADEDD. Empfänger ist die Zentrale Zahlstelle Justiz in Hamm.Die Überweisung sollte das Aktenzeichen, Amtsgericht Velbert, Datum der Versteigerung und den Hinweis ""Bietsicherheit"" enthalten.Der Auftraggeber der Überweisung muss mit dem späteren Bieter identisch sein, da die Sicherheitsleitung sonst nicht als erbracht angesehen werden kann.Weitere Ausführungen befinden sich unter ""Hinweise für Bieter"" im Internet unter www.zvg-portal.deZusatz zum Verkehrswert: Der Verkehrswert wurde gemäß § 74 a Abs. 5 ZVG auf 1) Grundbuch von Langenberg Blatt 974, Flurstück 565: 1.300,00 Euro2) Wohnungs und Teileigentumgsgrundbuch von Langenberg Blatt 1779:143.000,00 EuroGesamt: 144.300 Euro. festgesetzt.",Nordrhein-Westfalen
https://www.zvg-portal.de/index.php?button=showZvg&zvg_id=162470&land_abk=nw,1627,143000,Wohnung,,,,False,False,"Gewerbebebauung mit Garage und Teileigentum (Wohnung): Hauptstraße 195 195a, 42555 Velbert, Langenberg",0014 K 0020/ 2023,1736843400,Versteigerung im Wege der Zwangsvollstreckung,"Laut Wertgutachten handelt es sich um eine Gewerbebebauung ( Abriss ) und ein Teileigentum bestehend aus einer Wohnung sowie einer, ehemals als Tischlerei genutzten Gewerbebebauung einschließlich Garage. Es handelt sich um eine wirtschaftliche Einheit.Betreibender Gläubiger Ansprechpartner: Frau Almut Hornen, Kreditmanagement, Tel.: 0211/873-12097Die Sicherheitsleistung ist auf folgendes Konto zu zahlen:Landesbank Hessen-Thüringen (Helaba); Kto. 1474816; BLZ 300 500 00; IBAN: DE08 3005 0000 0001 4748 16; BIC: WELADEDD. Empfänger ist die Zentrale Zahlstelle Justiz in Hamm.Die Überweisung sollte das Aktenzeichen, Amtsgericht Velbert, Datum der Versteigerung und den Hinweis ""Bietsicherheit"" enthalten.Der Auftraggeber der Überweisung muss mit dem späteren Bieter identisch sein, da die Sicherheitsleitung sonst nicht als erbracht angesehen werden kann.Weitere Ausführungen befinden sich unter ""Hinweise für Bieter"" im Internet unter www.zvg-portal.deZusatz zum Verkehrswert: Der Verkehrswert wurde gemäß § 74 a Abs. 5 ZVG auf 1) Grundbuch von Langenberg Blatt 974, Flurstück 565: 1.300,00 Euro2) Wohnungs und Teileigentumgsgrundbuch von Langenberg Blatt 1779:143.000,00 EuroGesamt: 144.300 Euro. festgesetzt.",Nordrhein-Westfalen
